S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
48437300	48438085	1	786	chr19	m187119_5497_CCS_4_5054_4_48437299_48437699_4166891	100.0		True
CONTIG	m187119_5497_CCS_4_5054_4_48437299_48437699_4166891	786	correct
8863254	8864459	1	1206	chr19	m251440_11443_CCS_2_361_2_8863253_8863653_3443208	100.0		True
CONTIG	m251440_11443_CCS_2_361_2_8863253_8863653_3443208	1206	correct
50600992	50601888	1	897	chr19	m259774_7847_CCS_4_722_4_50600991_50601391_5101774	100.0		True
CONTIG	m259774_7847_CCS_4_722_4_50600991_50601391_5101774	897	correct
20505915	20511456	1	5542	chr19	m244921_11155_CCS_2_9747_2_20505914_20506314_429742	100.0		True
CONTIG	m244921_11155_CCS_2_9747_2_20505914_20506314_429742	5542	correct
CONTIG	m91126_7944_CCS_4_5776_4_48438753_48439153_1200819	402	unaligned
CONTIG	m46806_2448_CCS_4_1805_4_50600099_50600499_920185	476	unaligned
CONTIG	m271592_9287_CCS_4_5776_4_36776900_36777300_2089059	476	unaligned
CONTIG	m17875_6861_CCS_2_6137_2_8881057_8881457_893132	495	unaligned
48437750	48438347	1	598	chr19	m243007_10351_CCS_4_3610_4_48421997_48422397_3384309	100.0		True
CONTIG	m243007_10351_CCS_4_3610_4_48421997_48422397_3384309	598	correct
8860763	8861360	1	598	chr19	m27377_6194_CCS_2_3249_2_8853302_8853702_5038056	100.0		True
CONTIG	m27377_6194_CCS_2_3249_2_8853302_8853702_5038056	598	correct
CONTIG	m245028_6853_CCS_4_5776_4_50600424_50600824_1343287	459	unaligned
8859324	8859989	1	666	chr19	m60865_14547_CCS_2_11913_2_8888022_8888422_5675617	100.0		True
CONTIG	m60865_14547_CCS_2_11913_2_8888022_8888422_5675617	666	correct
CONTIG	m117187_12129_CCS_2_5054_2_8893594_8893994_4235249	400	unaligned
37790893	37791424	1	532	chr19	m235901_7630_CCS_4_3249_4_37793430_37793830_4354143	100.0		True
CONTIG	m235901_7630_CCS_4_3249_4_37793430_37793830_4354143	532	correct
CONTIG	m212324_13184_CCS_2_2888_2_8872557_8872957_5510560	470	unaligned
50606307	50606809	1	503	chr19	m79001_5769_CCS_4_2888_4_50606306_50606706_4077824	100.0		True
CONTIG	m79001_5769_CCS_4_2888_4_50606306_50606706_4077824	503	correct
8862888	8863650	1	763	chr19	m208927_10617_CCS_2_7942_2_8862887_8863287_629149	100.0		True
CONTIG	m208927_10617_CCS_2_7942_2_8862887_8863287_629149	763	correct
CONTIG	m100689_16387_CCS_4_2888_4_37777810_37778210_5467273	400	unaligned
CONTIG	m9006_9275_CCS_4_7581_4_36766221_36766621_2698078	407	unaligned
37791255	37791927	1	673	chr19	m255854_10159_CCS_4_7581_4_37765987_37766387_328510	100.0		True
CONTIG	m255854_10159_CCS_4_7581_4_37765987_37766387_328510	673	correct
50615533	50616417	1	885	chr19	m266077_6891_CCS_4_5776_4_50610178_50610578_102116	100.0		True
CONTIG	m266077_6891_CCS_4_5776_4_50610178_50610578_102116	885	correct
CONTIG	m251109_4759_CCS_4_2888_4_37782727_37783127_2536278	400	unaligned
48451736	48452264	1	529	chr19	m242335_6959_CCS_4_722_4_48451735_48452135_5184428	100.0		True
CONTIG	m242335_6959_CCS_4_722_4_48451735_48452135_5184428	529	correct
CONTIG	m245003_15350_CCS_2_8664_2_8865893_8866293_3026066	408	unaligned
CONTIG	m64260_8356_CCS_4_0_4_36772733_36773133_3495724	408	unaligned
CONTIG	m10093_12278_CCS_4_2888_4_37790493_37790893_971481	434	unaligned
CONTIG	m215007_10894_CCS_4_722_4_48461654_48462054_4184015	414	unaligned
CONTIG	m74427_13391_CCS_4_6498_4_48430267_48430667_5928892	486	unaligned
48441748	48442645	1	898	chr19	m130054_18418_CCS_4_8303_4_48441747_48442147_5978209	100.0		True
CONTIG	m130054_18418_CCS_4_8303_4_48441747_48442147_5978209	898	correct
43459482	43555728	1	96247	chr19	m264091_6922_CCS_4_6522_4_43459481_43459881_3967177	100.0		True
CONTIG	m264091_6922_CCS_4_6522_4_43459481_43459881_3967177	96247	correct
CONTIG	m62637_9140_CCS_4_1805_4_48443322_48443722_5574042	418	unaligned
CONTIG	m257206_8681_CCS_4_4693_4_48440680_48441080_3173065	407	unaligned
48415244	48416017	1	774	chr19	m70490_12393_CCS_4_1083_4_48415243_48415643_5947943	100.0		True
CONTIG	m70490_12393_CCS_4_1083_4_48415243_48415643_5947943	774	correct
CONTIG	m230305_10857_CCS_4_2888_4_48427326_48427726_3275162	430	unaligned
20592819	20593860	1	1042	chr19	m21093_11770_CCS_3_9025_3_20592818_20593218_3751328	100.0		True
CONTIG	m21093_11770_CCS_3_9025_3_20592818_20593218_3751328	1042	correct
CONTIG	m20678_6500_CCS_4_1805_4_50603654_50604054_4367958	492	unaligned
CONTIG	m160257_5362_CCS_4_4332_4_36763629_36764029_2167289	465	unaligned
37769293	37769972	1	680	chr19	m121212_7818_CCS_4_361_4_37769292_37769692_4566974	100.0		True
CONTIG	m121212_7818_CCS_4_361_4_37769292_37769692_4566974	680	correct
8865244	8865963	1	720	chr19	m186713_12702_CCS_2_4332_2_8865243_8865643_3057979	100.0		True
CONTIG	m186713_12702_CCS_2_4332_2_8865243_8865643_3057979	720	correct
CONTIG	m216864_7165_CCS_4_2166_4_50600019_50600419_4479604	401	unaligned
CONTIG	m241550_9368_CCS_4_1805_4_50602753_50603153_264794	415	unaligned
CONTIG	m166492_11513_CCS_4_2166_4_37760830_37761230_5042049	455	unaligned
8355228	8355840	1	613	chr19	m236871_10307_CCS_1_9386_1_8340394_8340794_5383405	100.0		True
CONTIG	m236871_10307_CCS_1_9386_1_8340394_8340794_5383405	613	correct
CONTIG	m226142_7602_CCS_4_3971_4_48414834_48415234_3809024	461	unaligned
CONTIG	m171916_2487_CCS_4_1444_4_36778913_36779313_578613	414	unaligned
48412419	48413203	1	785	chr19	m269188_12696_CCS_4_4693_4_48412418_48412818_1424643	100.0		True
CONTIG	m269188_12696_CCS_4_4693_4_48412418_48412818_1424643	785	correct
CONTIG	m83109_5128_CCS_4_1083_4_37759563_37759963_2681322	487	unaligned
CONTIG	m161995_17086_CCS_4_2527_4_36782967_36783367_5747778	448	unaligned
CONTIG	m75991_11338_CCS_4_7942_4_37761198_37761598_2064637	426	unaligned
37787784	37788709	1	926	chr19	m134145_4760_CCS_4_2527_4_37782732_37783132_3513044	100.0		True
CONTIG	m134145_4760_CCS_4_2527_4_37782732_37783132_3513044	926	correct
52132673	52133448	1	776	chr19	m17117_11723_CCS_4_9747_4_52132672_52133072_3925245	100.0		True
CONTIG	m17117_11723_CCS_4_9747_4_52132672_52133072_3925245	776	correct
54747034	54747764	1	731	chr19	m265956_4063_CCS_4_2888_4_54747033_54747433_2991218	100.0		True
CONTIG	m265956_4063_CCS_4_2888_4_54747033_54747433_2991218	731	correct
36767753	36768538	1	786	chr19	m192244_4887_CCS_4_3971_4_36767752_36768152_2557244	100.0		True
CONTIG	m192244_4887_CCS_4_3971_4_36767752_36768152_2557244	786	correct
CONTIG	m260000_8689_CCS_4_361_4_40393105_40393505_1043875	481	unaligned
48410562	48411440	1	879	chr19	m99214_5294_CCS_4_1805_4_48447805_48448205_941918	100.0		True
CONTIG	m99214_5294_CCS_4_1805_4_48447805_48448205_941918	879	correct
CONTIG	m243795_7433_CCS_4_0_4_36760685_36761085_4524367	426	unaligned
48423697	48424469	1	773	chr19	m48230_6472_CCS_4_1805_4_48423696_48424096_1931364	100.0		True
CONTIG	m48230_6472_CCS_4_1805_4_48423696_48424096_1931364	773	correct
CONTIG	m193778_15842_CCS_4_15442_4_36792851_36793251_5839156	416	unaligned
50632607	50633487	1	881	chr19	m29743_13344_CCS_4_11552_4_50621919_50622319_2015275	100.0		True
CONTIG	m29743_13344_CCS_4_11552_4_50621919_50622319_2015275	881	correct
CONTIG	m144804_6633_CCS_1_5054_1_8353075_8353475_2066911	406	unaligned
