S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
48450635	48451332	1	698	chr19	m185969_23029_CCS_4_2166_4_48450634_48451034_5471140	100.0		True
CONTIG	m185969_23029_CCS_4_2166_4_48450634_48451034_5471140	698	correct
CONTIG	m229075_6022_CCS_4_361_4_36772586_36772986_4885929	417	unaligned
55261095	55291706	1	30612	chr19	m65932_5034_CCS_4_1083_4_55261094_55261494_6030900	100.0		True
CONTIG	m65932_5034_CCS_4_1083_4_55261094_55261494_6030900	30612	correct
8868593	8869362	1	770	chr19	m109629_4419_CCS_2_722_2_8868592_8868992_1287317	100.0		True
CONTIG	m109629_4419_CCS_2_722_2_8868592_8868992_1287317	770	correct
8864864	8865639	1	776	chr19	m179770_10741_CCS_2_7942_2_8864863_8865263_3874289	100.0		True
CONTIG	m179770_10741_CCS_2_7942_2_8864863_8865263_3874289	776	correct
36779667	36780210	1	544	chr19	m240750_16491_CCS_4_13718_4_36787252_36787652_189824	100.0		True
CONTIG	m240750_16491_CCS_4_13718_4_36787252_36787652_189824	544	correct
CONTIG	m173945_5388_CCS_4_3249_4_54744366_54744766_6265353	400	unaligned
CONTIG	m92791_6555_CCS_4_3249_4_37790421_37790821_4749649	417	unaligned
CONTIG	m258671_11571_CCS_4_2166_4_37785429_37785829_1801091	408	unaligned
8353962	8354998	1	1037	chr19	m46265_13266_CCS_1_9747_1_8353961_8354361_766011	100.0		True
CONTIG	m46265_13266_CCS_1_9747_1_8353961_8354361_766011	1037	correct
CONTIG	m195847_6147_CCS_4_1083_4_36771336_36771736_4910791	410	unaligned
8888752	8889457	1	706	chr19	m39997_7885_CCS_2_1805_2_8888751_8889151_2876846	100.0		True
CONTIG	m39997_7885_CCS_2_1805_2_8888751_8889151_2876846	706	correct
CONTIG	m28899_7556_CCS_4_5054_4_48417456_48417856_2949787	423	unaligned
4312755	4313871	1	1115	chr19	m78894_12359_CCS_0_722_0_4312754_4313155_4809573	99.82		True
CONTIG	m78894_12359_CCS_0_722_0_4312754_4313155_4809573	1115	correct
CONTIG	m42066_6233_CCS_4_5776_4_48414521_48414921_2984383	462	unaligned
52176643	54724381	1	2547739	chr19	m144597_17880_CCS_4_11191_4_52176642_52177042_1135111	100.0		True
CONTIG	m144597_17880_CCS_4_11191_4_52176642_52177042_1135111	2547739	correct
40378203	40378982	1	780	chr19	m131450_12961_CCS_4_11552_4_40378202_40378602_4703971	100.0		True
CONTIG	m131450_12961_CCS_4_11552_4_40378202_40378602_4703971	780	correct
23108419	24603870	1	1495452	chr19	m147832_6964_CCS_3_1083_3_23108418_23108818_3005105	100.0		True
CONTIG	m147832_6964_CCS_3_1083_3_23108418_23108818_3005105	1495452	correct
37767790	37768745	1	956	chr19	m63635_12719_CCS_4_2527_4_37767789_37768189_4249882	100.0		True
CONTIG	m63635_12719_CCS_4_2527_4_37767789_37768189_4249882	956	correct
40397114	40397763	1	650	chr19	m130361_5401_CCS_4_1805_4_40397113_40397513_405486	100.0		True
CONTIG	m130361_5401_CCS_4_1805_4_40397113_40397513_405486	650	correct
50630674	50631179	1	506	chr19	m146291_7395_CCS_4_6498_4_50630673_50631073_4863532	100.0		True
CONTIG	m146291_7395_CCS_4_6498_4_50630673_50631073_4863532	506	correct
50635471	50636004	1	534	chr19	m259529_9600_CCS_4_9025_4_50635470_50635870_502761	100.0		True
CONTIG	m259529_9600_CCS_4_9025_4_50635470_50635870_502761	534	correct
CONTIG	m52954_10396_CCS_4_2888_4_50614570_50614970_3797100	467	unaligned
CONTIG	m113600_10062_CCS_4_2527_4_36791593_36791993_5670313	420	unaligned
50627771	50628307	537	1	chr19	m213712_8406_CCS_4_8006_4_48446324_48446724_4553428	100.0		True
CONTIG	m213712_8406_CCS_4_8006_4_48446324_48446724_4553428	537	correct
48458689	48459471	1	783	chr19	m190822_8647_CCS_4_5776_4_48458688_48459088_738993	100.0		True
CONTIG	m190822_8647_CCS_4_5776_4_48458688_48459088_738993	783	correct
CONTIG	m151630_4962_CCS_4_361_4_50615057_50615457_5036478	451	unaligned
8350909	8352291	1	1383	chr19	m32289_6854_CCS_1_0_1_8365757_8366157_4230337	100.0		True
CONTIG	m32289_6854_CCS_1_0_1_8365757_8366157_4230337	1383	correct
8873448	8874208	1	761	chr19	m123208_13111_CCS_2_10830_2_8865974_8866374_3360569	100.0		True
CONTIG	m123208_13111_CCS_2_10830_2_8865974_8866374_3360569	761	correct
CONTIG	m95374_9598_CCS_2_4693_2_8882792_8883192_35836	483	unaligned
CONTIG	m53957_9334_CCS_4_8303_4_36793719_36794119_3456485	460	unaligned
CONTIG	m43753_8052_CCS_4_1805_4_50613601_50614001_1936711	485	unaligned
48416367	48416919	1	553	chr19	m23381_18880_CCS_4_1083_4_48432133_48432533_4646415	100.0		True
CONTIG	m23381_18880_CCS_4_1083_4_48432133_48432533_4646415	553	correct
CONTIG	m151158_6806_CCS_2_1083_2_8859793_8860193_202274	470	unaligned
20512328	20514177	1	1850	chr19	m261002_6376_CCS_2_1805_2_20512327_20512727_559588	100.0		True
CONTIG	m261002_6376_CCS_2_1805_2_20512327_20512727_559588	1850	correct
50620487	50621253	1	767	chr19	m138351_7351_CCS_4_6949_4_50620486_50620886_829439	100.0		True
CONTIG	m138351_7351_CCS_4_6949_4_50620486_50620886_829439	767	correct
CONTIG	m113233_16051_CCS_3_7581_3_24614394_24614794_1781227	405	unaligned
24605739	24606361	1	623	chr19	m24699_10765_CCS_3_5054_3_24611530_24611930_698397	100.0		True
CONTIG	m24699_10765_CCS_3_5054_3_24611530_24611930_698397	623	correct
CONTIG	m97312_9373_CCS_4_4693_4_37769613_37770013_3239336	400	unaligned
24623022	24623800	1	779	chr19	m228022_4439_CCS_3_2527_3_24623021_24623421_3373249	100.0		True
CONTIG	m228022_4439_CCS_3_2527_3_24623021_24623421_3373249	779	correct
13129720	13130849	1	1134	chr19	m230427_4308_CCS_2_3610_2_13129719_13130117_5227948	99.65		True
CONTIG	m230427_4308_CCS_2_3610_2_13129719_13130117_5227948	1134	correct
48441072	48441710	1	639	chr19	m114643_11016_CCS_4_2166_4_48430356_48430756_3209225	100.0		True
CONTIG	m114643_11016_CCS_4_2166_4_48430356_48430756_3209225	639	correct
48408029	48408546	518	1	chr19	m155930_6414_CCS_4_722_4_50612786_50613186_3560102	100.0		True
CONTIG	m155930_6414_CCS_4_722_4_50612786_50613186_3560102	518	correct
CONTIG	m212511_9239_CCS_2_3971_2_8861507_8861907_933236	411	unaligned
CONTIG	m64250_11757_CCS_4_9025_4_36788391_36788791_3301925	403	unaligned
CONTIG	m5046_5768_CCS_4_1444_4_48415854_48416254_665579	413	unaligned
8337042	8338607	1	1566	chr19	m261476_5780_CCS_1_1805_1_8337041_8337441_2788578	100.0		True
CONTIG	m261476_5780_CCS_1_1805_1_8337041_8337441_2788578	1566	correct
CONTIG	m121000_10453_CCS_4_10052_4_36790462_36790862_3140996	405	unaligned
CONTIG	m64033_10442_CCS_4_8664_4_36778417_36778817_1157257	434	unaligned
CONTIG	m26514_9975_CCS_4_6498_4_36782187_36782587_3622711	412	unaligned
CONTIG	m53720_15509_CCS_4_5054_4_37785836_37786236_991537	496	unaligned
CONTIG	m179008_14658_CCS_4_8303_4_50635077_50635477_3246745	404	unaligned
50615132	50615906	1	775	chr19	m62495_9621_CCS_4_0_4_50615131_50615531_1917783	100.0		True
CONTIG	m62495_9621_CCS_4_0_4_50615131_50615531_1917783	775	correct
50624744	50625328	1	585	chr19	m236965_13000_CCS_4_0_4_50619391_50619791_3587759	100.0		True
CONTIG	m236965_13000_CCS_4_0_4_50619391_50619791_3587759	585	correct
CONTIG	m270962_11691_CCS_4_1444_4_48413669_48414069_5120091	426	unaligned
41883832	41885047	2	1214	chr19	m6452_9699_CCS_4_722_4_41883831_41884233_5685964	99.42		True
CONTIG	m6452_9699_CCS_4_722_4_41883831_41884233_5685964	1214	correct
54727280	54727998	1	719	chr19	m93419_11014_CCS_4_6498_4_54727279_54727679_5900389	100.0		True
CONTIG	m93419_11014_CCS_4_6498_4_54727279_54727679_5900389	719	correct
50629752	50630532	1	781	chr19	m120005_13229_CCS_4_1805_4_50640459_50640859_1436936	100.0		True
CONTIG	m120005_13229_CCS_4_1805_4_50640459_50640859_1436936	781	correct
CONTIG	m101598_4740_CCS_2_4340_2_8865967_8866367_5834476	405	unaligned
8866375	8867282	1	908	chr19	m234225_5407_CCS_2_361_2_8873847_8874247_4845977	100.0		True
CONTIG	m234225_5407_CCS_2_361_2_8873847_8874247_4845977	908	correct
8338633	8339476	1	844	chr19	m141527_9629_CCS_1_1083_1_8353495_8353895_1229841	100.0		True
CONTIG	m141527_9629_CCS_1_1083_1_8353495_8353895_1229841	844	correct
CONTIG	m215189_12053_CCS_1_3610_1_8357805_8358205_285765	400	unaligned
36798200	36798895	1	696	chr19	m109585_11939_CCS_4_0_4_36798199_36798599_6205383	100.0		True
CONTIG	m109585_11939_CCS_4_0_4_36798199_36798599_6205383	696	correct
